 0.50       3.22   5.25  3.44     3.11    3.28  -2.03  -0.22  -0.11  -0.06 
 1.00       3.00   5.88  3.38     2.81    3.10  -2.88  -0.38  -0.19  -0.10 
 1.50       2.22   5.12  2.69     1.98    2.35  -2.91  -0.47  -0.23  -0.13 
 2.00       2.00   4.50  2.50     1.75    2.14  -2.50  -0.50  -0.25  -0.14 
 2.50       2.72   4.75  3.19     2.48    2.86  -2.03  -0.47  -0.23  -0.14 
 3.00       4.00   5.88  4.38     3.81    4.12  -1.88  -0.38  -0.19  -0.12 
 3.50       4.72   7.12  4.94     4.61    4.80  -2.41  -0.22  -0.11  -0.08 
 4.00       3.00   7.00  3.00     3.00    3.03  -4.00   0.00  -0.00  -0.03 
