0.500000	3.218750	5.250000	3.437500	3.109375	3.277344	-2.031250	-0.218750	-0.109375	-0.058594
1.000000	3.000000	5.875000	3.375000	2.812500	3.101562	-2.875000	-0.375000	-0.187500	-0.101562
1.500000	2.218750	5.125000	2.687500	1.984375	2.347656	-2.906250	-0.468750	-0.234375	-0.128906
2.000000	2.000000	4.500000	2.500000	1.750000	2.140625	-2.500000	-0.500000	-0.250000	-0.140625
2.500000	2.718750	4.750000	3.187500	2.484375	2.855469	-2.031250	-0.468750	-0.234375	-0.136719
3.000000	4.000000	5.875000	4.375000	3.812500	4.117188	-1.875000	-0.375000	-0.187500	-0.117188
3.500000	4.718750	7.125000	4.937500	4.609375	4.800781	-2.406250	-0.218750	-0.109375	-0.082031
4.000000	3.000000	7.000000	3.000000	3.000000	3.031250	-4.000000	0.000000	-0.000000	-0.031250
